,0
please,27
couldnt,27
single,26
decision,26
follow,26
forty,26
extremely,26
couple,26
wink,26
write,26
simply,25
weird,25
position,25
future,25
constantly,25
straight,25
age,25
appreciate,25
perfect,25
watch,25
cry,25
dominant,25
smart,25
truly,25
eye,25
hour,25
trait,25
asking,24
evil,24
bos,24
debate,24
food,24
break,24
serious,24
infps,24
reply,24
several,24
na,24
worth,24
half,24
religion,24
area,24
huge,24
confused,23
attention,23
ego,23
figure,23
later,23
known,23
act,23
logic,23
doubt,23
mother,23
check,23
accurate,23
left,23
perspective,23
wrote,23
currently,22
wow,22
seventy,22
related,22
meaning,22
clearly,22
approach,22
white,22
project,22
easily,22
higher,22
speaking,22
hmm,22
main,22
wait,22
quickly,22
site,22
laugh,22
realize,22
wonder,22
father,22
member,22
focus,22
mine,22
turn,22
fucking,22
leader,22
entps,22
asked,22
sad,21
handle,21
hot,21
starting,21
intelligence,21
younger,21
statement,21
top,21
reality,21
lead,21
text,21
amount,21
bored,21
body,21
specific,21
expect,21
research,21
complete,21
mom,21
home,21
literally,21
writing,21
towards,21
parent,21
op,21
taken,21
knowledge,21
detail,21
online,20
otherwise,20
noticed,20
finding,20
style,20
extroverted,20
admit,20
message,20
low,20
rest,20
move,20
within,20
heart,20
obvious,20
stupid,20
deep,20
mr,20
lie,20
non,20
law,20
video,20
aware,20
add,20
describe,20
typed,20
psychology,20
sent,20
language,20
benefit,19
unhealthy,19
damn,19
called,19
student,19
helpful,19
described,19
amazing,19
major,19
entire,19
correct,19
stand,19
worked,19
company,19
late,19
mental,19
lost,19
instead,19
hold,19
leave,19
introvert,19
lady,19
dad,19
learning,19
song,19
dream,19
waste,19
obviously,19
truth,19
link,19
ability,19
internet,19
trust,19
excuse,18
dating,18
decided,18
intelligent,18
finally,18
system,18
walk,18
spend,18
sleep,18
science,18
support,18
hug,18
drive,18
number,18
death,18
image,18
glad,18
history,18
behavior,18
black,18
behind,18
page,18
notice,18
anxiety,18
somewhere,18
looked,18
fear,18
state,18
si,18
somewhat,17
behaviour,17
fall,17
happened,17
ignore,17
touch,17
dude,17
minute,17
forward,17
naturally,17
purpose,17
living,17
fair,17
tv,17
ha,17
possibly,17
meant,17
english,17
across,17
knowing,17
fuck,17
wish,17
super,17
energy,17
quality,17
seemed,17
opposite,17
suck,17
hang,17
supposed,17
kinda,17
fight,17
moral,17
normal,17
board,17
pick,17
discussion,17
young,17
sister,17
role,17
physical,17
cute,17
enfjs,17
effect,17
gave,16
country,16
confidence,16
healthy,16
public,16
choose,16
certainly,16
street,16
title,16
bother,16
watched,16
attracted,16
useless,16
necessarily,16
written,16
happens,16
respond,16
express,16
math,16
phone,16
curious,16
playing,16
miss,16
organized,16
user,16
learned,16
worst,16
fully,16
bring,16
stay,16
poor,16
individual,16
outside,16
unless,16
sweet,16
depression,16
skill,16
simple,16
somehow,16
aspect,16
mistake,16
developed,16
lose,16
twelve,15
except,15
american,15
match,15
room,15
unfortunately,15
degree,15
youll,15
suggestion,15
crap,15
typically,15
identify,15
habit,15
accept,15
possibility,15
stress,15
posted,15
anger,15
nature,15
fix,15
upon,15
setting,15
dom,15
strange,15
regardless,15
tested,15
surprised,15
perc,15
trouble,15
rarely,15
belief,15
zero,15
sign,15
motivation,15
arrogant,15
socionics,15
msbossypants,15
intellectual,15
needed,15
highly,15
entirely,15
evidence,15
avatar,15
friendly,15
gift,15
forget,15
terrible,15
bear,15
emotionally,15
society,15
hit,15
blue,15
university,15
gon,14
private,14
morning,14
waiting,14
stressed,14
directly,14
spot,14
eat,14
early,14
married,14
thinker,14
mad,14
sensitive,14
stereotype,14
conclusion,14
gut,14
older,14
inside,14
useful,14
step,14
option,14
ridiculous,14
focused,14
vision,14
observation,14
reasoning,14
neither,14
original,14
activity,14
religious,14
memory,14
teacher,14
perception,14
anyways,14
watching,14
worry,14
mentioned,14
involved,14
annoying,14
busy,14
pain,14
king,14
subject,14
party,14
house,14
actual,14
beyond,14
form,14
sit,14
negative,14
seek,14
creative,14
affect,14
push,13
note,13
particular,13
afraid,13
listening,13
reaction,13
light,13
primary,13
becoming,13
eighty,13
realized,13
potential,13
pattern,13
kill,13
count,13
planning,13
average,13
girlfriend,13
ideal,13
cold,13
normally,13
specifically,13
conflict,13
alternative,13
exact,13
exist,13
trip,13
struggle,13
loved,13
bullshit,13
door,13
liked,13
efficient,13
previous,13
tendency,13
objective,13
million,13
mess,13
opportunity,13
preference,13
wondering,13
quick,13
moving,13
effort,13
desire,13
partner,13
success,13
series,13
attack,13
necessary,13
politics,13
environment,13
considered,13
natural,13
luck,13
basic,13
grade,13
dark,13
professional,13
wake,13
ready,13
travel,12
random,12
ex,12
city,12
multiple,12
fairly,12
info,12
lazy,12
provide,12
gotten,12
among,12
positive,12
putting,12
aggressive,12
disagree,12
argue,12
insult,12
quiet,12
awkward,12
large,12
philosophy,12
red,12
worse,12
showed,12
gender,12
insight,12
cut,12
boyfriend,12
profile,12
plus,12
avoid,12
humor,12
eating,12
equal,12
easier,12
dealing,12
friendship,12
beautiful,12
various,12
concept,12
attitude,12
prove,12
youd,12
create,12
combination,12
fellow,12
impression,12
imagine,12
cat,12
pay,12
following,12
animal,12
external,12
drama,12
core,12
regarding,12
mood,12
judging,12
correctly,12
drink,12
leaning,11
extrovert,11
meeting,11
moved,11
tired,11
team,11
stackings,11
um,11
facebook,11
alright,11
stronger,11
subjective,11
folk,11
attempt,11
club,11
film,11
stating,11
cost,11
expression,11
frustrated,11
sixteen,11
boring,11
christian,11
space,11
material,11
input,11
principle,11
nobody,11
weak,11
ah,11
fascinating,11
suppose,11
stranger,11
extreme,11
nearly,11
war,11
coffee,11
alive,11
warm,11
leadership,11
stated,11
piss,11
instinctual,11
carry,11
apart,11
charge,11
saw,11
soon,11
wall,11
win,11
despite,11
infjs,11
hilarious,11
authority,11
tomorrow,11
decent,11
shouldnt,11
teeth,11
assume,11
listen,11
attractive,11
sensor,11
empathy,11
suggest,11
thus,11
regular,11
slightly,11
apologize,11
content,10
direct,10
risk,10
challenge,10
earlier,10
dislike,10
brother,10
sociopath,10
smile,10
caught,10
criticism,10
car,10
expectation,10
slowly,10
sentence,10
circle,10
gay,10
concrete,10
website,10
period,10
critical,10
bar,10
apply,10
growing,10
present,10
familiar,10
changed,10
therapy,10
romantically,10
hmmm,10
anymore,10
bed,10
third,10
kept,10
include,10
sleeping,10
posting,10
wisdom,10
irrational,10
romantic,10
standard,10
stacking,10
drop,10
relatively,10
apparently,10
rare,10
instinct,10
definition,10
selfish,10
green,10
longer,10
genuinely,10
mention,10
task,10
art,10
yesterday,10
judge,10
improve,10
connect,10
hide,10
save,10
showing,10
service,10
blunt,10
husband,10
dynamic,10
yep,10
experienced,10
taste,10
current,10
inner,10
hitler,10
health,10
decide,10
according,10
mature,10
strength,10
scenario,10
culture,10
solve,10
specially,10
failure,9
throw,9
crowd,9
bitch,9
stage,9
former,9
aha,9
flirting,9
compared,9
constant,9
strategy,9
birthday,9
interaction,9
typical,9
spent,9
unsure,9
beat,9
doctor,9
feeler,9
irl,9
effective,9
eventually,9
lower,9
offended,9
psychological,9
sjs,9
trolling,9
glass,9
google,9
none,9
grew,9
freak,9
esfjs,9
studying,9
figured,9
weakness,9
industry,9
drinking,9
require,9
sub,9
casual,9
define,9
piece,9
data,9
8w9,9
offer,9
stuck,9
unique,9
dead,9
weight,9
engineering,9
financial,9
gone,9
became,9
wan,9
closed,9
wear,9
loud,9
reminds,9
hasnt,9
becomes,9
computer,9
method,9
middle,9
news,9
occasionally,9
8w7,9
paying,9
dry,9
chance,9
honesty,9
annoyed,9
professor,9
built,9
analysis,9
reserved,9
fire,9
extraverted,9
suicide,9
grow,9
excited,9
error,9
feminine,9
product,9
temper,9
smoking,9
ta,9
nope,9
played,9
strongly,9
analogy,9
special,9
raised,9
paper,9
ended,9
pro,9
pa,9
recommend,9
gather,9
created,9
credit,9
scared,9
tool,9
communication,9
version,9
genuine,9
philosophical,8
isfjs,8
originally,8
inferior,8
recall,8
deserve,8
road,8
istps,8
secondary,8
depending,8
america,8
closest,8
essentially,8
jump,8
continue,8
narcissism,8
boy,8
merely,8
gain,8
understood,8
enjoying,8
ceo,8
rock,8
istjs,8
hr,8
air,8
therefore,8
occasion,8
sarcasm,8
forgot,8
tbh,8
canis,8
perfectly,8
buy,8
careful,8
shot,8
immediately,8
failed,8
intuitives,8
artist,8
frustrating,8
born,8
atheist,8
hero,8
passive,8
daily,8
resource,8
sexy,8
willing,8
front,8
voice,8
wedding,8
double,8
3w4,8
assumption,8
einstein,8
forever,8
influence,8
foot,8
comfortable,8
jack,8
article,8
arguing,8
factor,8
leaving,8
lately,8
beginning,8
develop,8
idiot,8
die,8
wife,8
judgment,8
biased,8
force,8
bias,8
drug,8
greatly,8
explained,8
eleven,8
concerned,8
scary,8
pls,8
beer,8
education,8
wise,8
insightful,8
christmas,8
treat,8
tends,8
explanation,8
fail,8
internal,8
robot,8
popular,8
feedback,8
ton,8
category,8
appear,8
interact,8
excellent,8
cover,8
particularly,8
indeed,8
dumb,8
associated,8
dance,8
plenty,8
brought,8
react,8
wanting,8
sick,8
president,8
intuitive,8
hahaha,8
asshole,8
whenever,8
obsessed,8
incompetent,8
compliment,8
pride,8
recognize,8
rational,8
teach,8
agreed,8
seventeen,8
active,8
weve,8
troll,8
remain,8
eighteen,8
closer,8
asks,8
window,8
event,8
loss,8
send,8
trump,8
pop,8
band,8
considering,8
rude,8
hehe,8
nerdy,8
remind,7
medium,7
acquaintance,7
helping,7
persona,7
intention,7
intimacy,7
sunday,7
town,7
tritype,7
safe,7
leg,7
table,7
narcissistic,7
confident,7
trend,7
avoiding,7
shy,7
happiness,7
cheer,7
baby,7
counseling,7
surprise,7
turning,7
accurately,7
controlling,7
object,7
beauty,7
manner,7
verbal,7
pissed,7
fictional,7
search,7
guilty,7
blame,7
studied,7
intense,7
official,7
mail,7
determine,7
interpretation,7
weekend,7
reminded,7
exception,7
flaw,7
political,7
opposed,7
offend,7
theme,7
acting,7
per,7
minor,7
differently,7
blow,7
pure,7
encountered,7
drunk,7
intimate,7
everywhere,7
elaborate,7
anywhere,7
spending,7
mistaken,7
villain,7
co,7
expected,7
humanity,7
manipulation,7
basis,7
wonderful,7
whose,7
imo,7
growth,7
consistent,7
development,7
helped,7
concern,7
michael,7
perceived,7
letting,7
silly,7
werent,7
paragraph,7
load,7
sharing,7
summer,7
medication,7
pleasure,7
analyze,7
regard,7
dog,7
enjoyed,7
master,7
suit,7
dress,7
shirt,7
yall,7
running,7
church,7
testosterone,7
attract,7
childhood,7
alpha,7
favourite,7
curiosity,7
bigger,7
detailed,7
eh,7
scientific,7
hated,7
projection,7
instance,7
responsibility,7
key,7
manager,7
schedule,7
roll,7
section,7
mark,7
missing,7
hence,7
tip,7
literature,7
kick,7
admire,7
sm,7
russian,7
twice,7
root,7
bottle,7
water,7
complex,7
bible,7
confusing,7
harder,7
properly,7
direction,7
target,7
training,7
happening,7
toward,7
btw,7
huh,7
minded,7
characteristic,7
medical,7
chart,7
defense,7
estjs,7
poster,7
impossible,7
quiz,7
distance,7
jung,7
classic,7
circumstance,7
badly,7
dick,6
begin,6
intent,6
complaining,6
presented,6
quoted,6
total,6
patience,6
bottom,6
wasting,6
drawn,6
blatantly,6
advantage,6
bully,6
programming,6
proven,6
el,6
david,6
update,6
fantastic,6
passing,6
hanging,6
independence,6
worker,6
behave,6
bet,6
lunch,6
slytherin,6
mate,6
aside,6
tapatalk,6
tertiary,6
formal,6
clingy,6
edit,6
youtube,6
forgive,6
analyzing,6
et,6
relaxed,6
sounded,6
bond,6
appears,6
sending,6
keeping,6
greater,6
competent,6
including,6
deeper,6
balanced,6
valuable,6
center,6
store,6
approached,6
reasonable,6
mouth,6
poem,6
hah,6
encourage,6
contact,6
desperate,6
initial,6
loyal,6
chemistry,6
extent,6
bunch,6
outgoing,6
lover,6
presence,6
account,6
hole,6
sitting,6
independent,6
dig,6
marriage,6
arrogance,6
fill,6
horrible,6
burn,6
dh,6
evening,6
tower,6
appreciated,6
japanese,6
offensive,6
nickname,6
marry,6
united,6
extra,6
irony,6
broken,6
famous,6
skyracerx,6
management,6
model,6
immature,6
subtype,6
allowed,6
context,6
fault,6
suffering,6
occupied,6
efficiency,6
wing,6
hire,6
player,6
sell,6
applies,6
initially,6
holding,6
flawed,6
recent,6
romance,6
pink,6
gym,6
raise,6
apology,6
comic,6
soft,6
path,6
size,6
sentimental,6
tonight,6
achieve,6
lion,6
wondered,6
deeply,6
manipulate,6
criminal,6
vibe,6
manage,6
signature,6
phrase,6
spell,6
relax,6
con,6
muslim,6
hypothetical,6
replying,6
disorder,6
quit,6
practical,6
lame,6
conscious,6
tree,6
stare,6
repeat,6
hermione,6
reference,6
victim,6
successful,6
tough,6
cancer,6
machine,6
finger,6
advance,6
remembering,6
routine,6
ugh,6
fiction,6
stawker,6
metaphor,6
vague,6
dr,6
stressful,6
soul,6
stimulating,6
peer,6
oriented,6
disney,6
claim,6
heck,6
illness,6
apparent,6
dare,6
photo,6
leading,6
catch,6
omg,6
universe,6
changing,6
fired,6
central,6
yup,6
clarify,6
near,6
discovered,6
hidden,6
testing,6
fifteen,6
mechanism,6
faith,6
address,6
manipulative,6
practice,6
dependent,6
fan,6
killing,6
requires,6
attachment,6
sensing,6
obsession,6
tone,6
superior,6
everyday,6
glee,6
color,6
submissive,6
solution,6
appeal,6
responding,6
doms,6
majority,6
masculine,6
brown,6
onto,6
email,6
button,5
sandwich,5
appropriate,5
letter,5
train,5
employee,5
nf,5
translation,5
discussing,5
item,5
yea,5
besides,5
driving,5
inaccurate,5
join,5
timid,5
samsung,5
homeless,5
draw,5
thrown,5
avoided,5
pursuit,5
colour,5
distinct,5
removed,5
prada,5
treated,5
compatible,5
superiority,5
handsome,5
eg,5
prepare,5
split,5
pull,5
loop,5
anti,5
range,5
materialistic,5
smarter,5
abstract,5
hip,5
chemical,5
clinical,5
trick,5
mumble,5
anime,5
dinner,5
picking,5
uncomfortable,5
manifest,5
reach,5
customer,5
served,5
3rd,5
ignoring,5
inability,5
charming,5
allow,5
losing,5
ignored,5
applying,5
sexist,5
cheese,5
monkey,5
blair,5
discovery,5
jealous,5
price,5
flat,5
grammar,5
commitment,5
empty,5
theyll,5
greatest,5
admired,5
leo,5
mode,5
trigger,5
sentiment,5
hm,5
sf,5
honor,5
swear,5
cure,5
abuse,5
office,5
needing,5
nose,5
pointing,5
answered,5
answering,5
limited,5
driven,5
suddenly,5
sum,5
actor,5
appreciation,5
unlike,5
relating,5
forgiveness,5
pressure,5
psychopathy,5
local,5
constructive,5
tiny,5
clothes,5
incredibly,5
sticking,5
attend,5
stack,5
loving,5
perceive,5
thirteen,5
biggest,5
crisis,5
fashion,5
providing,5
heel,5
celebrity,5
card,5
vote,5
grip,5
regret,5
track,5
precisely,5
awful,5
encounter,5
de,5
boundary,5
interview,5
settle,5
reckless,5
tax,5
intend,5
smoke,5
influenced,5
shut,5
superficial,5
vacation,5
worded,5
spanish,5
harry,5
died,5
associate,5
classical,5
entertainment,5
lecture,5
causing,5
thin,5
affection,5
mbp,5
desk,5
firm,5
coworkers,5
teaching,5
wild,5
congrats,5
capitalism,5
herd,5
freaking,5
ethical,5
correlate,5
source,5
suggested,5
shell,5
typology,5
remove,5
china,5
communicate,5
proof,5
base,5
percent,5
jerk,5
investment,5
relevant,5
variety,5
delete,5
blind,5
ethic,5
entx,5
shocked,5
shame,5
judgement,5
insane,5
ground,5
respective,5
correlation,5
threat,5
framework,5
cooking,5
assertive,5
pulled,5
harsh,5
display,5
skin,5
spectrum,5
nanny,5
notion,5
listened,5
figuring,5
merry,5
nail,5
technology,5
blushed,5
serve,5
itll,5
whoever,5
procrastinate,5
alcohol,5
length,5
psychiatrist,5
connection,5
pleased,5
hadnt,5
chose,5
ashamed,5
subway,5
retarded,5
calling,5
frequently,5
vent,5
hobby,5
lyric,5
fixed,5
mentioning,5
pretend,5
misleading,5
ish,5
caring,5
format,5
triad,5
silence,5
everybody,5
scene,5
speculation,5
held,5
misunderstood,5
depressed,5
tradition,5
program,5
hair,5
tease,5
rid,5
xd,5
stereotyping,5
defined,5
satisfied,5
bone,5
nervous,5
fresh,5
consistently,5
n910a,5
pity,5
intellectually,5
directed,5
pointless,5
socially,5
congratulation,5
led,5
community,5
psychologist,5
youth,5
receiving,5
dressing,5
discus,5
reliable,5
upper,5
sigh,5
needy,5
brand,5
internally,5
priority,5
represents,5
turned,5
rachel,5
entertain,5
mistyped,5
ya,5
stubborn,5
speed,5
freedom,5
guitar,5
planet,5
proper,5
grin,5
ridiculously,4
jumping,4
determined,4
mellow,4
inch,4
exchange,4
invested,4
population,4
monster,4
ruining,4
lifestyle,4
pad,4
build,4
capacity,4
emphasis,4
feed,4
dismissed,4
calm,4
tall,4
learnt,4
kitchen,4
shop,4
esfps,4
platform,4
historical,4
affiliated,4
wide,4
rank,4
climate,4
tune,4
existing,4
witty,4
bullied,4
dulcinea,4
repetition,4
introversion,4
android,4
ancient,4
race,4
secret,4
isfps,4
hannibal,4
cmon,4
motivating,4
responded,4
britannia,4
surface,4
library,4
ness,4
weapon,4
holiday,4
code,4
structure,4
compatibility,4
singer,4
potentially,4
speech,4
stimulation,4
cafe,4
ugly,4
dang,4
awhile,4
buddy,4
powerful,4
explaining,4
carried,4
click,4
cake,4
chinese,4
shaped,4
researching,4
labeled,4
tea,4
plot,4
med,4
tom,4
consideration,4
racism,4
dish,4
motivate,4
dominance,4
episode,4
handed,4
comparison,4
prison,4
vodka,4
frankly,4
shown,4
imperfect,4
measure,4
ice,4
tied,4
vomit,4
dedicated,4
humid,4
depth,4
lesson,4
bringing,4
ntj,4
stopping,4
existence,4
paid,4
rich,4
neat,4
petty,4
round,4
collect,4
ball,4
semantics,4
sibling,4
frustration,4
maust,4
failing,4
potter,4
beneficial,4
gun,4
illogical,4
sheldon,4
broke,4
exercise,4
pet,4
physic,4
aux,4
disrespect,4
xntj,4
australia,4
scientist,4
selection,4
fast,4
named,4
illusion,4
bro,4
largely,4
stopped,4
sensitivity,4
tj,4
refuse,4
mexican,4
verbally,4
friday,4
crush,4
german,4
century,4
usual,4
throughout,4
latest,4
cop,4
fake,4
suffer,4
variable,4
counter,4
hunger,4
steak,4
sake,4
throwing,4
impact,4
treating,4
ocean,4
impulsive,4
extj,4
punch,4
triggered,4
involves,4
understands,4
boat,4
rambling,4
staff,4
scare,4
department,4
mentally,4
abusive,4
pre,4
son,4
witch,4
th,4
vice,4
fourteen,4
collapse,4
philosopher,4
status,4
sport,4
horror,4
jane,4
alcoholism,4
french,4
surroundings,4
reputation,4
guessing,4
mainly,4
follows,4
bang,4
gal,4
ranting,4
studio,4
clean,4
inspiration,4
novel,4
hypothesis,4
jean,4
st,4
moderate,4
attempting,4
dual,4
jealousy,4
presentation,4
overly,4
bachelor,4
staying,4
norm,4
tan,4
identity,4
continuing,4
irritated,4
nightmare,4
treatment,4
irrelevant,4
believed,4
comprehensive,4
articulate,4
field,4
brief,4
hopefully,4
complexity,4
secure,4
satisfaction,4
initiate,4
switch,4
badass,4
allows,4
rubbish,4
pot,4
ix92m,4
assumed,4
universal,4
supportive,4
plastic,4
screw,4
confusion,4
commonly,4
annoyance,4
review,4
assuming,4
mod,4
toxic,4
talented,4
rain,4
teenager,4
gap,4
till,4
detached,4
dilemma,4
opposing,4
suspect,4
accuracy,4
box,4
sir,4
stereotyped,4
gossip,4
hardest,4
genetics,4
army,4
swimming,4
shall,4
lucky,4
slight,4
rant,4
resist,4
picked,4
stone,4
poetry,4
mistype,4
indecisive,4
assessment,4
feature,4
hed,4
reader,4
referring,4
navigating,4
worried,4
tear,4
sometime,4
intensity,4
exists,4
relaxing,4
neglect,4
normaly,4
phase,4
available,4
roman,4
james,4
cycle,4
upset,4
stiletto,4
kidding,4
the16types,4
rainbow,4
insecurity,4
hoping,4
cheerful,4
immensely,4
pen,4
vi,4
unhappy,4
9w8,4
fey,4
diving,4
convinced,4
impatient,4
terribly,4
creator,4
attached,4
corporate,4
competing,4
sps,4
initiative,4
sexually,4
cube,4
conflicted,4
justify,4
talked,4
talent,4
validity,4
consequence,4
checking,4
approve,4
guessed,4
enthusiasm,4
nah,4
knight,4
clever,4
magazine,4
denial,4
robert,4
istx,4
outcome,4
instantly,4
misread,4
vain,4
italian,4
plain,4
spirit,4
engage,4
graduate,4
dollar,4
modify,4
liking,4
debating,4
1st,4
productive,4
lying,4
seeking,4
shitty,4
valentine,4
allowing,4
childrens,4
admittedly,4
database,4
sexual,4
hurting,4
pic,4
depressing,4
charity,4
government,4
separate,4
muscle,4
donald,4
6w5,4
relation,4
exam,4
attest,4
catholic,4
centered,4
caused,4
design,4
dunno,4
barely,4
applied,4
oddly,4
orange,4
dated,4
pointed,4
dancing,4
electronic,4
minority,4
logically,4
introspective,4
expecting,4
access,4
countless,4
lelouch,4
batman,4
kiss,4
passionate,4
diagnosed,4
earth,4
myers,4
competitive,4
destructive,4
absorbed,4
patient,4
communicating,4
engaged,4
realistic,4
bounce,4
aka,4
politician,4
aimed,4
overall,4
scale,4
largest,4
gray,4
pizza,4
stereotypical,4
somebody,4
goodness,4
lip,4
breakup,4
rise,4
easiest,4
realizing,4
connected,4
winning,4
uh,4
complain,4
generation,4
thanked,4
diet,4
fortune,4
brings,4
auxiliary,4
pm,4
handling,4
cheating,4
gene,4
selfless,4
lovely,4
sink,4
delusional,4
broad,4
market,4
xntp,4
severe,4
walking,4
received,4
rate,4
weed,4
clothing,4
overrated,4
tie,3
dirty,3
trustworthy,3
ultimate,3
invisible,3
germany,3
slash,3
worrying,3
rl,3
scored,3
sudden,3
seriousness,3
enxp,3
kirby,3
condescending,3
hardly,3
military,3
guard,3
maximum,3
affirmation,3
progress,3
desert,3
mock,3
included,3
covered,3
til,3
clue,3
username,3
specie,3
extroversion,3
native,3
app,3
smiley,3
soundtrack,3
ii,3
campus,3
tmlt,3
fundamentally,3
beleave,3
shake,3
itx92s,3
fade,3
threatening,3
nineteen,3
offering,3
surgeon,3
utter,3
institution,3
resolve,3
dichotomy,3
illegal,3
questioned,3
developing,3
france,3
skepticism,3
performance,3
peace,3
pursue,3
stumbled,3
holy,3
participate,3
qualified,3
passed,3
infiltrated,3
teddy,3
spare,3
aura,3
astronomy,3
borderline,3
ahead,3
invitation,3
dialogue,3
courteous,3
tragic,3
noun,3
schizoid,3
background,3
thankyou,3
poll,3
pragmatic,3
bobby,3
cash,3
despise,3
warming,3
comprehension,3
engaging,3
playlist,3
stream,3
technically,3
garbage,3
performed,3
simplified,3
maintain,3
joined,3
scream,3
snowflake,3
questionnaire,3
alot,3
operates,3
sexting,3
followed,3
damnit,3
staring,3
heavy,3
validation,3
billion,3
psycho,3
evident,3
headphone,3
annoy,3
questioning,3
ahhhhh,3
afternoon,3
shadow,3
shyness,3
retail,3
dubious,3
bourbon,3
nowhere,3
cope,3
syndrome,3
6w7,3
rolling,3
forcing,3
invest,3
madness,3
designed,3
ranging,3
cautious,3
environmental,3
concentrate,3
midwest,3
committed,3
taker,3
motivated,3
facial,3
lacking,3
purposely,3
star,3
liberty,3
darker,3
shoulder,3
dinosaur,3
counting,3
fond,3
terminal,3
gypsysoul,3
dammit,3
ignores,3
theoretical,3
advocate,3
confirm,3
bomb,3
legitimate,3
displaying,3
devil,3
independently,3
unfair,3
workaholic,3
insecure,3
deserved,3
sample,3
eidb,3
owned,3
playful,3
frank,3
banned,3
finch,3
stance,3
dangerous,3
compelled,3
consulting,3
